[00000020] (8.04155, 4.29417) => 7721.18
[00001787] (5.79552, 5.56602) => 17675.9
[00001790] (8.47431, 3.04094) => 664.221
[00001794] (9.48705, 6.26152) => 1.31319e+06
[00001797] (4.04461, 8.25029) => 101603
[00001800] (3.19857, 8.05878) => 11730.9
[00001805] (9.86891, 9.04923) => 9.93964e+08
[00001808] (8.5243, 1.95914) => 66.5725
[00001811] (9.88647, 7.86518) => 6.70166e+07
[00001814] (2.36134, 7.54466) => 653.658
[00001817] (7.55686, 4.58192) => 10580.2
[00001818] (2.91484, 4.75724) => 162.288
[00001819] (8.44778, 9.26569) => 3.86286e+08
[00001822] (1.37752, 9.34869) => 19.9699
[00001824] (6.47088, 5.68137) => 40493.6
[00001827] (1.52348, 3.43399) => 4.24483
[00001832] (2.18109, 5.11287) => 53.901
[00001837] (5.9939, 4.83721) => 5780.2
[00001840] (3.01391, 3.59423) => 52.7362
[00001842] (2.57297, 4.13847) => 49.9542
[00001845] (5.41465, 2.62144) => 83.755
[00001848] (1.70722, 6.26028) => 28.4577
[00001855] (3.52437, 5.69084) => 1298.23
[00001857] (2.8727, 1.11875) => 3.25621
[00001860] (9.94736, 2.56004) => 358.235
[00001862] (1.52354, 9.92906) => 65.3996
[00001865] (2.65023, 4.28887) => 65.3751
[00001866] (7.99156, 1.60299) => 27.9838
[00001868] (5.79398, 9.8749) => 3.42234e+07
[00001872] (5.73514, 3.79348) => 754.268
[00001875] (7.27695, 1.01175) => 7.4486
[00001878] (1.63799, 2.95921) => 4.30713
[00001881] (9.05483, 6.00244) => 554140
[00001882] (8.95411, 4.01456) => 6636.77
[00001884] (5.44565, 8.73664) => 2.69529e+06
[00001887] (6.71263, 5.19692) => 19828.7
[00001890] (3.28406, 3.33225) => 52.5788
[00001893] (1.54551, 2.14363) => 2.54273
[00001895] (7.44579, 8.51401) => 2.6513e+07
[00001899] (7.92447, 7.73879) => 9.05616e+06
[00001902] (2.64915, 1.12838) => 3.00209
[00001905] (7.23994, 9.26446) => 9.22529e+07
[00001908] (1.04294, 8.86079) => 1.45144
[00001911] (8.76457, 8.01325) => 3.58372e+07
[00001915] (1.83174, 2.12447) => 3.61781
[00001920] (7.8227, 5.46806) => 76723.9
[00001923] (8.55017, 4.2172) => 8517.71
[00001927] (3.55812, 8.87287) => 77786.7
[00001931] (1.03217, 1.59529) => 1.05181
[00001934] (4.93397, 9.49953) => 3.84626e+06
[00001937] (1.6315, 8.0353) => 51.0742
[00001939] (1.22388, 6.8209) => 3.96693
[00001942] (5.03542, 7.21618) => 116417
[00001945] (4.77011, 3.85305) => 411.533
[00001946] (2.01148, 8.39757) => 353.83
[00001948] (2.5147, 3.00804) => 16.0207
[00001951] (7.8861, 7.7401) => 8.74578e+06
[00001956] (9.97165, 4.47908) => 29754.7
[00001959] (1.62008, 1.19193) => 1.77727
[00001963] (5.11822, 2.7779) => 93.2954
[00001966] (7.59873, 1.6971) => 31.2398
[00001969] (4.26164, 4.50464) => 685.514
[00001975] (9.70058, 9.19417) => 1.18246e+09
[00001979] (8.97418, 7.66484) => 2.01628e+07
[00001982] (3.99401, 7.14612) => 19849
[00001985] (8.67208, 2.8194) => 441.517
[00001988] (8.48262, 4.57933) => 17866.7
[00001991] (6.63338, 8.52051) => 1.0037e+07
[00001995] (4.82976, 2.24766) => 34.4531
[00001998] (4.66096, 8.81098) => 776101
[00002001] (6.8641, 8.42886) => 1.12575e+07
[00002004] (4.94447, 8.80481) => 1.29299e+06
[00002008] (2.11427, 5.36126) => 55.369
[00002014] (4.61212, 4.90252) => 1798
[00002017] (8.93495, 5.44916) => 152285
[00002021] (9.90631, 8.03222) => 9.98581e+07
[00002023] (4.51278, 2.1291) => 24.7385
[00002027] (8.56905, 7.49879) => 9.90515e+06
[00002030] (8.24058, 2.02135) => 71.0353
[00002033] (6.055, 3.1895) => 312.286
[00002036] (8.94514, 5.48825) => 166934
[00002039] (4.57021, 6.55206) => 21083.6
[00002043] (8.72054, 6.21812) => 705355
[00002044] (4.02576, 2.74241) => 45.5765
[00002047] (5.00723, 1.16289) => 6.50958
[00002050] (4.08238, 4.43303) => 510.734
[00002052] (9.15604, 6.26677) => 1.06364e+06
[00002056] (6.52629, 2.23721) => 66.4624
[00002061] (7.07801, 9.82265) => 2.23039e+08
[00002065] (9.01234, 9.60665) => 1.48863e+09
[00002068] (2.43242, 1.48563) => 3.74552
[00002071] (2.89579, 4.17025) => 84.272
[00002075] (2.62149, 4.1978) => 57.1451
[00002078] (4.78384, 2.87752) => 90.3796
[00002081] (4.52333, 3.30475) => 146.598
[00002084] (2.60868, 1.3178) => 3.53803
[00002087] (4.62937, 4.84029) => 1664.63
[00002091] (4.68212, 8.44343) => 457966
[00002094] (7.62965, 6.96568) => 1.40361e+06
[00002097] (6.82394, 1.3511) => 13.3926
[00002100] (8.65683, 5.04437) => 53504.2
[00002103] (2.19684, 6.44409) => 159.432
[00002109] (6.73818, 7.70151) => 2.40452e+06
[00002110] (3.84874, 5.53508) => 1736.94
[00002114] (5.1987, 9.1529) => 3.56873e+06
[00002116] (6.04851, 1.95312) => 33.6241
[00002120] (8.32202, 1.42161) => 20.3331
[00002126] (3.6183, 6.31923) => 3383.12
[00002129] (8.8107, 9.59027) => 1.15587e+09
[00002132] (8.95661, 8.70265) => 1.93275e+08
[00002135] (6.32077, 3.83394) => 1175.18
[00002139] (3.39166, 7.71926) => 12427.6
[00002143] (4.91276, 2.83147) => 90.6713
[00002146] (6.08528, 2.01163) => 37.8167
[00002151] (2.50712, 6.69128) => 468.805
[00002155] (9.50451, 2.59422) => 344.32
[00002158] (2.72009, 8.03156) => 3092.99
[00002161] (2.82243, 5.02416) => 183.657
[00002164] (7.76156, 2.52147) => 175.381
[00002166] (1.1942, 4.52237) => 2.23133
[00002169] (7.45095, 8.33079) => 1.84591e+07
[00002170] (4.68706, 8.70597) => 693179
[00002172] (9.13277, 8.72783) => 2.4209e+08
[00002175] (1.25687, 1.38826) => 1.37354
[00002178] (5.81651, 2.06617) => 38.0123
[00002179] (3.66907, 2.83435) => 39.8243
[00002181] (2.84238, 7.4749) => 2461.67
[00002183] (3.61434, 7.31196) => 12030.6
[00002187] (5.7186, 5.13835) => 7784.25
[00002190] (6.77652, 1.07275) => 7.78861
[00002193] (2.35957, 8.10369) => 1050.31
[00002198] (6.72585, 1.41403) => 14.8067
[00002200] (8.01666, 1.34373) => 16.3954
[00002201] (4.48168, 6.77501) => 25913.3
[00002203] (2.61441, 4.56598) => 80.4855
[00002206] (5.16575, 1.69544) => 16.1836
[00002207] (3.00792, 8.9542) => 19164.3
[00002210] (8.12621, 1.41495) => 19.3839
[00002213] (8.99564, 4.38686) => 15318.1
[00002216] (5.04433, 2.45759) => 53.3583
[00002217] (6.70721, 7.60754) => 1.94068e+06
[00002219] (6.33795, 7.69608) => 1.48546e+06
[00002222] (7.92334, 6.93997) => 1.73139e+06
[00002225] (6.50089, 9.59145) => 6.27459e+07
[00002228] (6.48587, 1.97819) => 40.386
[00002231] (8.04073, 1.178) => 11.6529
[00002236] (2.40525, 2.66466) => 10.3672
[00002239] (6.69376, 6.63917) => 303226
[00002240] (1.38136, 7.78608) => 12.3721
[00002243] (5.89843, 1.15648) => 7.78645
[00002246] (2.38521, 2.1181) => 6.3043
[00002250] (2.1736, 5.50665) => 71.9009
[00002253] (7.93727, 2.36423) => 133.977
[00002259] (8.30173, 8.28993) => 4.16717e+07
[00002261] (2.09479, 7.65924) => 288.203
[00002263] (4.38009, 6.62422) => 17755.2
[00002268] (8.59142, 5.02202) => 49079.1
[00002271] (7.94111, 8.565) => 5.09901e+07
[00002274] (6.57028, 5.48944) => 30766.5
[00002276] (5.22467, 4.7421) => 2541.61
[00002279] (6.46597, 6.19502) => 105170
[00002284] (4.88866, 7.77853) => 229552
[00002286] (5.9888, 3.52613) => 550.808
[00002288] (5.30844, 5.23593) => 6249.91
[00002291] (2.14959, 8.60216) => 722.729
[00002294] (2.454, 2.85344) => 12.9565
[00002298] (7.29051, 8.55288) => 2.39367e+07
[00002301] (8.80732, 7.29987) => 7.89281e+06
[00002305] (4.4732, 4.29421) => 622.141
[00002308] (7.24312, 7.28037) => 1.82211e+06
[00002311] (4.21026, 5.77631) => 4038.31
[00002315] (5.37564, 4.74714) => 2933.98
[00002318] (3.0495, 6.96627) => 2361.95
[00002322] (2.31545, 3.3439) => 16.5692
[00002325] (6.38497, 3.50477) => 663.591
[00002328] (3.96798, 6.41632) => 6928.05
[00002329] (9.24596, 2.74586) => 449.13
[00002331] (1.38176, 6.56934) => 8.36666
[00002334] (9.76409, 1.34626) => 21.4934
[00002338] (5.54263, 5.72035) => 17960.5
[00002342] (2.56814, 6.76063) => 587.873
[00002346] (1.45002, 6.62358) => 11.7187
[00002350] (9.76979, 9.23103) => 1.37296e+09
[00002352] (1.10639, 8.55024) => 2.37373
[00002356] (1.80398, 6.26911) => 40.3965
[00002359] (3.64995, 1.6116) => 8.05719
[00002363] (8.2048, 7.02973) => 2.66474e+06
[00002366] (6.2268, 1.57992) => 17.9836
[00002369] (6.45721, 3.03508) => 287.44
[00002371] (8.11534, 6.2812) => 514682
[00002372] (7.8534, 2.36928) => 132.021
[00002373] (2.12073, 7.44578) => 269.737
[00002376] (6.1938, 6.36031) => 108918
[00002377] (3.92388, 2.29611) => 23.08
[00002379] (1.94385, 9.88194) => 712.107
[00002382] (3.41357, 2.2657) => 16.147
[00002385] (1.77205, 1.46777) => 2.31583
[00002387] (9.65624, 4.76832) => 49645.8
[00002389] (1.20994, 3.26318) => 1.86238
[00002392] (1.78555, 5.13289) => 19.6027
[00002393] (8.3888, 7.87906) => 1.89621e+07
[00002397] (8.71609, 4.55983) => 19395.8
[00002400] (5.20872, 3.87354) => 597.43
[00002402] (4.65712, 3.20633) => 138.741
[00002406] (3.71052, 6.72309) => 6735.39
[00002410] (8.04264, 2.25656) => 110.431
[00002414] (6.91093, 3.98864) => 2231.55
[00002417] (4.95322, 7.79036) => 259075
[00002421] (2.76564, 3.88722) => 52.1626
[00002423] (6.36224, 6.77562) => 278581
[00002428] (9.6072, 9.10019) => 8.74623e+08
[00002431] (6.81966, 7.66738) => 2.47045e+06
[00002434] (4.98537, 6.06775) => 17118.1
[00002437] (8.82753, 6.9534) => 3.77398e+06
[00002440] (9.4323, 5.58899) => 279981
[00002441] (3.09946, 3.55071) => 55.5154
[00002443] (2.36432, 5.34763) => 99.6408
[00002446] (5.03441, 7.16993) => 107875
[00002449] (8.14894, 6.74458) => 1.39635e+06
[00002452] (5.12717, 6.5146) => 42127.7
[00002455] (3.79551, 2.21725) => 19.2481
[00002459] (5.79477, 6.79717) => 153633
[00002463] (3.32309, 4.92613) => 370.836
[00002467] (1.41205, 8.8166) => 20.9492
[00002470] (3.55927, 8.97594) => 88916.4
[00002474] (6.97161, 1.59219) => 22.0164
[00002477] (6.1709, 9.84131) => 5.99881e+07
[00002482] (1.41127, 4.00666) => 3.97596
[00002485] (5.30777, 5.88475) => 18447.2
[00002488] (1.10203, 1.2576) => 1.12996
[00002489] (8.67338, 5.24893) => 84039.9
[00002491] (3.92927, 7.13667) => 17434.5
[00002494] (8.70516, 1.725) => 41.7937
[00002497] (9.66635, 9.04153) => 8.09609e+08
[00002500] (6.0641, 4.89896) => 6835.08
[00002503] (8.28292, 3.30296) => 1078.27
[00002508] (1.13613, 8.89853) => 3.11345
[00002512] (9.66684, 3.08661) => 1099.49
[00002515] (7.06714, 7.14612) => 1.17164e+06
[00002518] (2.9404, 6.77674) => 1493.7
[00002524] (5.25454, 2.62074) => 77.3274
[00002527] (2.38279, 1.41741) => 3.4236
[00002530] (9.57842, 3.9498) => 7514.8
[00002532] (3.40022, 8.32742) => 26673.6
[00002535] (5.71216, 3.87128) => 850.727
[00002541] (7.40473, 3.12882) => 525.46
[00002545] (6.75725, 1.96397) => 42.623
[00002549] (9.72992, 2.71932) => 486.393
[00002552] (4.73263, 9.66734) => 3.36077e+06
[00002553] (5.4209, 8.82954) => 3.03044e+06
[00002555] (1.74159, 6.29319) => 32.8336
[00002558] (9.96267, 3.21393) => 1617
[00002561] (7.71613, 6.87793) => 1.26904e+06
[00002565] (3.3323, 8.54342) => 29242.9
[00002568] (1.9834, 9.65903) => 745.939
[00002569] (2.29495, 2.90229) => 11.1447
[00002571] (7.10684, 5.78118) => 83886.3
[00002574] (7.81111, 9.14877) => 1.46967e+08
[00002577] (4.70774, 1.04345) => 5.03553
[00002580] (1.08972, 5.03593) => 1.54143
[00002583] (6.49906, 7.14773) => 645713
[00002588] (8.27728, 5.10074) => 48073.3
[00002591] (7.26681, 1.4665) => 18.3301
[00002594] (1.75737, 5.90282) => 27.8859
[00002597] (6.77965, 1.79609) => 31.1118
[00002600] (2.99134, 9.76603) => 44393.5
[00002601] (4.57179, 8.49935) => 407671
[00002603] (6.43324, 7.86812) => 2.29523e+06
[00002606] (4.65537, 1.85974) => 17.467
[00002609] (6.7204, 3.27449) => 512.036
[00002612] (5.50247, 6.69418) => 90661.8
[00002615] (3.44293, 2.55301) => 23.4846
[00002621] (1.95793, 1.14255) => 2.15472
[00002624] (8.31533, 9.97424) => 1.49656e+09
[00002626] (6.74257, 5.56903) => 41281.4
[00002628] (3.53885, 8.47749) => 44974.6
[00002629] (2.89569, 9.05998) => 15256.8
[00002632] (7.00455, 2.91896) => 293.517
[00002633] (1.28444, 2.03573) => 1.66462
[00002635] (5.99744, 7.5812) => 790528
[00002638] (1.97486, 1.16511) => 2.2097
[00002641] (7.27402, 4.92719) => 17624.9
[00002644] (4.47483, 2.44186) => 38.8243
[00002646] (8.66291, 5.05545) => 54993.7
[00002650] (4.80858, 7.50266) => 130901
[00002653] (8.70033, 3.71837) => 3115.63
[00002656] (7.72377, 3.68422) => 1866.21
[00002659] (9.59878, 7.34465) => 1.63695e+07
[00002661] (3.18523, 3.11014) => 36.7147
[00002664] (7.83886, 9.52584) => 3.29996e+08
[00002665] (6.66554, 7.13549) => 755901
[00002667] (7.71066, 8.4184) => 2.93694e+07
[00002670] (6.81813, 7.92437) => 4.03897e+06
[00002673] (7.16725, 1.64656) => 25.6089
[00002677] (3.74519, 6.37141) => 4506.44
[00002680] (5.29173, 6.48216) => 49031.6
[00002681] (5.0852, 2.76727) => 90.0628
[00002683] (8.89908, 3.02359) => 742.052
[00002686] (3.30532, 4.72699) => 284.654
[00002689] (3.332, 5.68823) => 940.297
[00002691] (2.35603, 8.82222) => 1920.71
[00002693] (3.93859, 9.87313) => 754874
[00002696] (3.08934, 5.862) => 744.029
[00002697] (6.45031, 2.68915) => 150.344
[00002701] (8.30406, 2.58714) => 238.966
[00002704] (4.30493, 4.99206) => 1461.49
[00002707] (9.18115, 4.65962) => 30671.7
[00002710] (4.9481, 2.83527) => 93.0936
[00002714] (5.6716, 4.3265) => 1823.5
[00002716] (1.13044, 8.19197) => 2.73032
[00002719] (9.0749, 9.38647) => 9.78923e+08
[00002721] (5.33911, 8.61351) => 1.84528e+06
[00002724] (9.18701, 9.78139) => 2.63746e+09
[00002727] (4.3352, 1.47758) => 8.73444
[00002733] (2.19477, 4.26182) => 28.5063
[00002736] (1.38118, 2.74802) => 2.42892
[00002739] (5.89732, 6.60533) => 123149
[00002741] (8.13246, 5.96346) => 267964
[00002744] (6.10885, 5.38497) => 17075.1
[00002746] (3.99193, 9.63121) => 616761
[00002750] (6.87765, 5.54981) => 44425.9
[00002752] (8.19959, 8.23189) => 3.32844e+07
[00002755] (2.44216, 8.11865) => 1406.69
[00002759] (3.35871, 4.45754) => 221.53
[00002765] (4.75432, 6.69745) => 34258.4
[00002768] (4.81282, 3.33321) => 188.182
[00002772] (5.81149, 2.44187) => 73.5006
[00002775] (7.18114, 8.85495) => 3.81552e+07
[00002781] (4.08297, 8.28466) => 115274
[00002784] (2.37632, 9.30177) => 3137.44
[00002787] (6.80956, 9.52537) => 8.62516e+07
[00002790] (1.49756, 1.65359) => 1.9499
[00002796] (2.3133, 1.66887) => 4.05375
[00002798] (3.35292, 6.66443) => 3174.26
[00002802] (4.50497, 3.05025) => 98.6104
[00002805] (6.53589, 8.13471) => 4.28813e+06
[00002808] (2.17959, 5.17105) => 56.2025
[00002809] (5.25462, 2.17543) => 36.9392
[00002811] (1.02078, 4.98753) => 1.10801
[00002815] (2.41622, 4.57124) => 56.4165
[00002819] (7.18509, 1.2848) => 12.5991
[00002823] (1.68245, 3.37912) => 5.80073
[00002828] (5.81473, 7.40371) => 457465
[00002831] (6.64462, 4.25427) => 3155.06
[00002835] (2.04939, 2.6964) => 6.92252
[00002838] (8.46042, 4.9394) => 38085.2
[00002843] (2.82362, 5.45815) => 288.779
[00002846] (2.01485, 1.84104) => 3.63181
[00002849] (2.18495, 2.02166) => 4.85551
[00002852] (6.63281, 2.85939) => 223.642
[00002855] (5.84196, 2.40847) => 70.1829
[00002856] (3.32301, 9.25917) => 67445.2
[00002858] (7.4224, 6.69295) => 670669
[00002861] (7.40449, 8.59342) => 2.9644e+07
[00002865] (1.75232, 4.20911) => 10.6021
[00002868] (3.94602, 4.34797) => 390.916
[00002871] (3.41848, 5.32756) => 698.276
[00002872] (2.56466, 4.50796) => 69.8063
[00002874] (8.73387, 5.03897) => 55297.9
[00002877] (1.08271, 1.34548) => 1.11285
[00002878] (7.09269, 7.00507) => 911996
[00002881] (2.00728, 8.17377) => 297.472
[00002885] (3.19646, 2.5112) => 18.5065
[00002889] (5.55173, 3.39136) => 334.673
[00002892] (7.68067, 9.58045) => 3.03758e+08
[00002895] (2.29217, 3.80829) => 23.5463
[00002898] (1.6899, 9.31786) => 132.793
[00002900] (5.04467, 9.26533) => 3.25073e+06
[00002903] (8.67476, 1.59415) => 31.3127
[00002904] (1.43475, 5.84631) => 8.25194
[00002906] (6.50663, 1.05748) => 7.24617
[00002909] (7.19116, 9.63491) => 1.79963e+08
[00002912] (2.721, 7.32113) => 1523.01
[00002915] (6.60347, 7.69182) => 2.02088e+06
[00002917] (4.85177, 4.37722) => 1005.39
[00002921] (7.17634, 8.84753) => 3.73788e+07
[00002924] (8.25055, 5.92438) => 268901
[00002927] (9.58512, 5.18424) => 122697
[00002930] (4.92061, 8.057) => 376351
[00002932] (6.49574, 7.80862) => 2.21569e+06
[00002935] (6.48785, 9.03965) => 2.19336e+07
[00002936] (3.61694, 5.70344) => 1529.21
[00002939] (5.34075, 1.11627) => 6.4893
[00002944] (4.45777, 6.8866) => 29526.7
[00002947] (9.04698, 6.81018) => 3.26557e+06
[00002948] (6.64433, 3.97356) => 1853.78
[00002950] (7.56245, 4.94651) => 22197.8
[00002955] (1.43644, 1.59971) => 1.78491
[00002958] (2.37239, 7.18196) => 494.96
[00002960] (1.38569, 9.29162) => 20.7155
[00002963] (9.77538, 2.69597) => 467.054
[00002966] (1.81518, 4.57578) => 15.3023
[00002971] (5.61705, 3.33544) => 316.187
[00002973] (5.3672, 6.66977) => 73663.8
[00002976] (8.30137, 8.57023) => 7.53922e+07
[00002979] (1.20929, 7.9716) => 4.54892
[00002981] (4.25295, 5.39264) => 2456.43
[00002983] (4.38067, 9.89491) => 2.22837e+06
[00002984] (3.28679, 9.2629) => 61207.2
[00002986] (3.48629, 8.26248) => 30287.6
[00002989] (9.73763, 5.99043) => 834169
[00002993] (1.21727, 3.03264) => 1.8153
[00002996] (2.87919, 9.57747) => 25041
[00002999] (6.62573, 6.65016) => 289294
[00003000] (5.06345, 3.77116) => 453.503
[00003001] (4.08358, 3.3044) => 104.502
[00003005] (1.64956, 1.3145) => 1.93078
[00003007] (5.82876, 5.99727) => 39026.9
[00003009] (1.53157, 2.59593) => 3.02413
[00003012] (6.17569, 5.17235) => 12294.2
[00003015] (2.88792, 1.60007) => 5.45721
[00003016] (2.06511, 3.61524) => 13.7593
[00003017] (7.18303, 2.64758) => 184.99
[00003019] (8.08556, 1.85129) => 47.9104
[00003024] (6.01935, 2.37087) => 70.5042
[00003025] (4.1996, 6.03411) => 5761.1
[00003028] (5.22623, 9.86878) => 1.22362e+07
[00003031] (1.92979, 9.00135) => 371.522
[00003032] (7.7281, 3.70424) => 1948.2
[00003033] (7.87911, 1.7523) => 37.2305
[00003036] (4.67092, 3.29329) => 160.152
[00003039] (8.62646, 6.88585) => 2.77976e+06
[00003042] (4.60453, 4.39226) => 818.245
[00003045] (7.49725, 5.58578) => 77093
[00003049] (4.47732, 7.18083) => 47298.4
[00003051] (3.30593, 2.69123) => 24.9769
[00003055] (2.55896, 4.16449) => 50.0466
[00003059] (7.17071, 7.31102) => 1.799e+06
[00003060] (1.96402, 8.53565) => 317.828
[00003063] (1.51306, 4.33707) => 6.02628
[00003064] (5.39112, 9.99242) => 2.04758e+07
[00003066] (2.63469, 5.34911) => 178.045
[00003072] (6.7217, 5.18059) => 19356.6
[00003076] (9.0729, 7.14037) => 6.89696e+06
[00003079] (5.32214, 2.28581) => 45.6765
[00003080] (5.91182, 7.63151) => 775170
[00003081] (1.92257, 8.14992) => 205.883
[00003084] (5.8865, 1.29292) => 9.89381
[00003087] (6.96351, 6.65253) => 404520
[00003090] (7.2365, 9.93667) => 3.4742e+08
[00003093] (5.35367, 3.11471) => 186.011
[00003097] (7.53908, 4.87496) => 18918.6
[00003100] (8.39162, 6.85773) => 2.16513e+06
[00003103] (9.23292, 4.16615) => 10513.5
[00003107] (3.46315, 9.88551) => 215250
[00003110] (8.95152, 2.00546) => 81.0938
[00003116] (2.25071, 2.22867) => 6.09825
[00003119] (9.29425, 7.62043) => 2.38898e+07
[00003122] (4.63775, 4.60372) => 1168.12
[00003125] (9.69721, 5.64866) => 374308
[00003130] (4.90841, 3.4447) => 239.93
[00003133] (6.83552, 2.37582) => 96.2206
[00003136] (8.21156, 4.98882) => 36467.6
[00003140] (4.51685, 5.67533) => 5204.86
[00003142] (7.77139, 8.8847) => 8.16228e+07
[00003148] (3.60602, 2.75453) => 34.2254
[00003151] (9.91586, 3.35601) => 2206.43
[00003154] (9.76671, 9.31963) => 1.67527e+09
[00003155] (3.14521, 9.00354) => 30242
[00003158] (6.69369, 5.3646) => 26876.1
[00003164] (4.68457, 8.06119) => 254917
[00003167] (2.43526, 1.96463) => 5.74672
[00003169] (1.04286, 9.51688) => 1.49097
[00003171] (6.71801, 5.17523) => 19105.6
[00003173] (7.58023, 1.5929) => 25.1908
[00003177] (6.16286, 3.218) => 347.951
[00003180] (6.49763, 5.9926) => 74219.2
[00003184] (6.45534, 1.85483) => 31.7877
[00003187] (6.05721, 7.94539) => 1.64232e+06
[00003190] (7.93106, 6.61561) => 890484
[00003192] (7.54939, 1.64206) => 27.6427
[00003195] (3.85028, 8.22872) => 65744
[00003198] (4.69928, 3.9638) => 461.105
[00003200] (8.40254, 4.7929) => 26953.1
[00003203] (9.28045, 5.61) => 267953
[00003206] (8.65398, 2.94608) => 576.917
[00003211] (8.73768, 9.8451) => 1.85413e+09
[00003214] (6.14983, 5.56707) => 24640.9
[00003217] (1.55093, 2.85158) => 3.49535
[00003221] (3.18319, 1.12919) => 3.69679
[00003225] (8.79918, 8.82873) => 2.17883e+08
[00003228] (6.847, 7.53492) => 1.97436e+06
[00003231] (2.38874, 7.09615) => 482.545
[00003234] (9.90099, 2.75815) => 557.488
[00003238] (1.89652, 4.19014) => 14.611
[00003243] (8.35492, 5.04585) => 44872.7
[00003246] (8.70205, 6.65116) => 1.77652e+06
[00003249] (3.44071, 7.52965) => 10984.4
[00003254] (3.07645, 2.15016) => 11.2043
[00003261] (7.68367, 7.6188) => 5.58434e+06
[00003264] (6.89309, 1.81646) => 33.3384
[00003267] (1.57758, 3.07836) => 4.06901
[00003270] (6.22024, 4.89712) => 7715.6
[00003275] (1.11872, 1.3971) => 1.16968
[00003278] (4.76717, 4.02766) => 539.272
[00003281] (2.73284, 7.73143) => 2374.9
[00003284] (7.04619, 8.03164) => 6.46348e+06
[00003287] (6.41582, 7.79084) => 1.94614e+06
[00003288] (7.4192, 3.78996) => 1988.93
[00003290] (8.61659, 1.33428) => 17.7011
[00003293] (8.12541, 1.36067) => 17.2981
[00003296] (8.71493, 8.37157) => 7.43855e+07
[00003299] (3.26588, 1.18673) => 4.07363
[00003302] (8.50427, 6.77922) => 2.00544e+06
[00003307] (9.40762, 7.66525) => 2.8971e+07
[00003311] (9.07715, 3.78737) => 4247.3
[00003314] (7.03099, 2.48336) => 126.897
[00003316] (5.23654, 4.44829) => 1579.51
[00003319] (9.10237, 6.86822) => 3.86977e+06
[00003320] (9.56006, 5.7862) => 471130
[00003322] (9.91912, 5.42424) => 254159
[00003325] (2.24955, 2.09746) => 5.47652
